z,residual_mag,err_mag
2.125487650000000006e-01,-6.826575667780332424e-02,1.499999999999999944e-01
3.600342120000000201e-01,-2.624215578333277676e-01,1.499999999999999944e-01
3.939744780000000168e-01,1.404715252667898540e-01,1.499999999999999944e-01
1.147126210000000007e-01,-5.847890343421369153e-02,1.499999999999999944e-01
1.437059069999999938e-01,-5.843497363459704275e-02,1.499999999999999944e-01
2.524860600000000121e-01,-4.529200938721089642e-02,1.499999999999999944e-01
3.872971069999999738e-01,2.938299625296210138e-01,1.499999999999999944e-01
3.485838580000000242e-01,-3.988206855341047685e-02,1.499999999999999944e-01
2.554906200000000016e-01,-1.059596167188701088e-01,1.499999999999999944e-01
2.165828220000000082e-01,1.600961435593148963e-01,1.499999999999999944e-01
4.299999999999999933e-01,-5.379392092455859142e-01,1.499999999999999944e-01
6.199999999999999956e-01,4.505551101046378903e-01,1.499999999999999944e-01
5.699999999999999512e-01,-7.431230927400633846e-02,1.499999999999999944e-01
2.999999999999999889e-01,-1.412265473667417837e-02,1.499999999999999944e-01
3.800000000000000044e-01,5.112610822390308840e-01,1.499999999999999944e-01
4.299999999999999933e-01,5.417441307544166307e-01,1.499999999999999944e-01
2.399999999999999911e-01,2.990885893879848823e-01,1.499999999999999944e-01
4.400000000000000022e-01,1.357030919899600008e-01,1.499999999999999944e-01
5.000000000000000000e-01,1.301018911553413204e-01,1.499999999999999944e-01
9.699999999999999734e-01,-1.120060833583046644e+00,1.499999999999999944e-01
4.789999999999999813e-01,2.263227662426814391e-01,1.499999999999999944e-01
8.299999999999999600e-01,1.115000941679511470e-02,1.499999999999999944e-01
4.159999999999999809e-01,6.487505251330674128e-01,1.499999999999999944e-01
5.809999999999999609e-01,-5.485139746181246778e-01,1.499999999999999944e-01
4.500000000000000111e-01,-1.376913532889147973e-01,1.499999999999999944e-01
5.789999999999999591e-01,5.831838651706036103e-01,1.499999999999999944e-01
3.200000000000000067e-01,1.117106091694779479e-01,1.499999999999999944e-01
6.570000000000000284e-01,4.946407613792302982e-02,1.499999999999999944e-01
4.299999999999999933e-01,-9.066054924558386574e-02,1.499999999999999944e-01
4.719999999999999751e-01,-1.194863562683465830e-01,1.499999999999999944e-01
3.739999999999999991e-01,1.672238278923664723e+00,1.499999999999999944e-01
1.799999999999999933e-01,4.232502218777298708e-01,1.499999999999999944e-01
5.500000000000000444e-01,1.870497356663292976e+00,1.499999999999999944e-01
5.919999999999999707e-01,1.492738732528479773e+00,1.499999999999999944e-01
1.719999999999999862e-01,-3.581342815770014454e-01,1.499999999999999944e-01
5.260000000000000231e-01,-4.042734663789246952e-01,1.499999999999999944e-01
7.630000000000000115e-01,1.160505362359820936e+00,1.499999999999999944e-01
5.799999999999999600e-01,6.975631809492810476e-01,1.499999999999999944e-01
4.299999999999999933e-01,-5.486127924558559243e-02,1.499999999999999944e-01
4.500000000000000111e-01,3.012899767110823745e-01,1.499999999999999944e-01
6.560000000000000275e-01,2.229826554701688224e-01,1.499999999999999944e-01
4.949999999999999956e-01,-8.878733644868930242e-02,1.499999999999999944e-01
4.899999999999999911e-01,-3.948197558139483476e-01,1.499999999999999944e-01
5.699999999999999512e-01,1.080440407259928293e-01,1.499999999999999944e-01
3.880000000000000115e-01,6.045213209317239489e-01,1.499999999999999944e-01
4.500000000000000111e-01,4.327645267110824534e-01,1.499999999999999944e-01
4.799999999999999822e-01,2.929890978357008180e-02,1.499999999999999944e-01
6.149999999999999911e-01,-2.140991706717159104e-01,1.499999999999999944e-01
4.000000000000000222e-01,6.347031697476808176e-01,1.499999999999999944e-01
6.550000000000000266e-01,-6.028775412705229542e-01,1.499999999999999944e-01
4.979999999999999982e-01,7.608733264516089889e-01,1.499999999999999944e-01
4.650000000000000244e-01,-2.261962470338616527e-01,1.499999999999999944e-01
4.530000000000000138e-01,8.349918371289675179e-01,1.499999999999999944e-01
4.249999999999999889e-01,-6.256907158709594796e-01,1.499999999999999944e-01
5.140000000000000124e-01,4.839276445131659443e-01,1.499999999999999944e-01
4.229999999999999871e-01,-2.506179802484211905e-01,1.499999999999999944e-01
8.589999999999999858e-01,4.717339987024473658e-01,1.499999999999999944e-01
9.360000000000000542e-01,-5.398702411477813712e-01,1.499999999999999944e-01
5.280000000000000249e-01,8.443232869686312370e-02,1.499999999999999944e-01
9.779999999999999805e-01,-4.629333334342007333e-01,1.499999999999999944e-01
8.850000000000000089e-01,4.848998412610470155e-01,1.499999999999999944e-01
8.149999999999999467e-01,5.907981461585336547e-01,1.499999999999999944e-01
6.979999999999999538e-01,6.872333987559855473e-01,1.499999999999999944e-01
5.679999999999999494e-01,1.547399853634274791e-01,1.499999999999999944e-01
7.109999999999999654e-01,4.374350812167691060e-01,1.499999999999999944e-01
3.396000000000000130e-01,-1.932518768604154502e-01,1.499999999999999944e-01
3.965000000000000191e-01,-1.684930195411737941e-01,1.499999999999999944e-01
8.120000000000000551e-01,1.795966676400482243e-01,1.499999999999999944e-01
7.990000000000000435e-01,-5.304875674634246252e-02,1.499999999999999944e-01
8.820000000000000062e-01,-3.154730477519009924e-01,1.499999999999999944e-01
8.329999999999999627e-01,1.474097167899799388e-01,1.499999999999999944e-01
8.739999999999999991e-01,-3.712045000361925418e-01,1.499999999999999944e-01
7.720000000000000195e-01,1.676042675181932395e-01,1.499999999999999944e-01
1.779999999999999916e-01,-2.854224960215319129e-01,1.499999999999999944e-01
2.600000000000000089e-01,1.897255500925965066e-01,1.499999999999999944e-01
1.859999999999999987e-01,-1.306539066145973038e-01,1.499999999999999944e-01
2.690000000000000169e-01,6.120112389796616981e-02,1.499999999999999944e-01
2.149999999999999967e-01,1.951773570110191258e-01,1.499999999999999944e-01
5.430000000000000382e-01,3.820841425351062526e-02,1.499999999999999944e-01
7.500000000000000000e-01,-2.431898185047742800e-02,1.499999999999999944e-01
6.400000000000000133e-01,-9.434266230048393709e-02,1.499999999999999944e-01
4.299999999999999933e-01,3.273268307544157096e-01,1.499999999999999944e-01
6.400000000000000133e-01,3.057907576995191334e-01,1.499999999999999944e-01
4.969999999999999973e-01,1.067473168945625162e-01,1.499999999999999944e-01
4.400000000000000022e-01,9.681735198996221925e-02,1.499999999999999944e-01
3.549999999999999822e-01,-4.301177545658418921e-02,1.499999999999999944e-01
7.800000000000000266e-01,2.316060022193866530e-01,1.499999999999999944e-01
5.400000000000000355e-01,-1.984733268052707444e-03,1.499999999999999944e-01
8.599999999999999867e-01,2.974417267495965689e-01,1.499999999999999944e-01
4.680000000000000271e-01,4.815000033630312259e-01,1.499999999999999944e-01
8.399999999999999689e-01,3.105219396274065957e-01,1.499999999999999944e-01
9.599999999999999645e-01,-3.006425369634087019e-01,1.499999999999999944e-01
8.217999999999999750e-01,3.100599367696048603e-01,1.499999999999999944e-01
9.300000000000000488e-01,-2.775794485322862215e-01,1.499999999999999944e-01
4.510000000000000120e-01,-1.785311687784343349e-01,1.499999999999999944e-01
6.099999999999999867e-01,1.690558871730090118e-01,1.499999999999999944e-01
8.299999999999999600e-01,5.194064994167959526e-01,1.499999999999999944e-01
7.069999999999999618e-01,1.678773993621547334e-01,1.499999999999999944e-01
4.149999999999999800e-01,1.078528157449483160e-01,1.499999999999999944e-01
5.570000000000000506e-01,5.204422772662553598e-02,1.499999999999999944e-01
7.910000000000000364e-01,1.712242563579025045e-01,1.499999999999999944e-01
6.949999999999999512e-01,1.413136619632311408e-01,1.499999999999999944e-01
6.330000000000000071e-01,2.194193560798680664e-01,1.499999999999999944e-01
2.485999999999999877e-01,8.440196417045342514e-02,1.499999999999999944e-01
5.320000000000000284e-01,1.768719270525949128e-01,1.499999999999999944e-01
3.310000000000000164e-01,-1.364005818939304504e-01,1.499999999999999944e-01
3.459999999999999742e-01,4.193856286799046984e-02,1.499999999999999944e-01
9.609999999999999654e-01,3.475945667454283239e-01,1.499999999999999944e-01
6.129999999999999893e-01,2.453005477808858359e-01,1.499999999999999944e-01
3.402000000000000024e-01,4.657062332771744195e-02,1.499999999999999944e-01
9.829999999999999849e-01,1.807742750885310556e-01,1.499999999999999944e-01
7.099999999999999645e-01,-1.034411772662551243e-01,1.499999999999999944e-01
7.299999999999999822e-01,7.970354237024679378e-02,1.499999999999999944e-01
4.699999999999999734e-01,5.651204636459539188e-02,1.499999999999999944e-01
6.199999999999999956e-01,2.318456901046417329e-01,1.499999999999999944e-01
5.210000000000000187e-01,-1.561707677969792485e-01,1.499999999999999944e-01
3.689999999999999947e-01,1.541229543617035347e-01,1.499999999999999944e-01
5.709999999999999520e-01,-1.687063590034014737e-01,1.499999999999999944e-01
6.039999999999999813e-01,-1.837343818871985945e-01,1.499999999999999944e-01
9.271000000000000352e-01,1.187258831450535013e-01,1.499999999999999944e-01
2.849999999999999756e-01,7.699877489386608431e-04,1.499999999999999944e-01
2.912000000000000144e-01,-6.614745894902540613e-02,1.499999999999999944e-01
5.480000000000000426e-01,-1.674610329875747539e-01,1.499999999999999944e-01
8.679999999999999938e-01,-1.552171903031620559e-01,1.499999999999999944e-01
4.959999999999999964e-01,1.920720510767637279e-03,1.499999999999999944e-01
8.110000000000000542e-01,-6.622436524707353556e-02,1.499999999999999944e-01
7.560000000000000053e-01,5.260015515399203423e-01,1.499999999999999944e-01
8.169999999999999485e-01,1.615605069302290531e-01,1.499999999999999944e-01
7.520000000000000018e-01,2.760437256603864853e-02,1.499999999999999944e-01
5.515999999999999792e-01,-1.771328197416863759e-01,1.499999999999999944e-01
3.578000000000000069e-01,3.039873908722512397e-02,1.499999999999999944e-01
1.010000000000000009e+00,-3.587957572339206536e-02,1.499999999999999944e-01
7.409999999999999920e-01,4.812310230993546156e-01,1.499999999999999944e-01
4.299999999999999933e-01,-4.587657924558641298e-02,1.499999999999999944e-01
5.260000000000000231e-01,3.985635362107586843e-02,1.499999999999999944e-01
5.919999999999999707e-01,-8.229333747151912348e-02,1.499999999999999944e-01
9.050000000000000266e-01,-1.194665169836923724e-01,1.499999999999999944e-01
9.489999999999999547e-01,-4.384860401623598136e-01,1.499999999999999944e-01
4.606999999999999984e-01,4.347034831591400916e-02,1.499999999999999944e-01
3.709000000000000075e-01,1.767250464956475753e-01,1.499999999999999944e-01
8.000000000000000444e-01,2.789213027054842087e-01,1.499999999999999944e-01
6.790000000000000480e-01,4.469949758591269529e-01,1.499999999999999944e-01
5.816999999999999948e-01,5.704466779417316502e-02,1.499999999999999944e-01
5.500000000000000444e-01,-1.973231333367024831e-01,1.499999999999999944e-01
8.100000000000000533e-01,-9.764801393752264858e-02,1.499999999999999944e-01
9.499999999999999556e-01,9.042923479344722182e-02,1.499999999999999944e-01
3.372999999999999887e-01,3.379761148937632242e-02,1.499999999999999944e-01
9.100000000000000311e-01,5.328040686434860618e-01,1.499999999999999944e-01
2.630000000000000115e-01,-2.636223859725816965e-02,1.499999999999999944e-01
6.430000000000000160e-01,1.407010129753700767e-01,1.499999999999999944e-01
6.909999999999999476e-01,3.325128838282864763e-02,1.499999999999999944e-01
3.569999999999999840e-01,2.648506325180477461e-02,1.499999999999999944e-01
7.209999999999999742e-01,1.047511591139027587e-02,1.499999999999999944e-01
5.809999999999999609e-01,1.303860853818719079e-01,1.499999999999999944e-01
6.268000000000000238e-01,-4.666282705722579749e-02,1.499999999999999944e-01
8.179999999999999494e-01,-1.003035434334265119e-01,1.499999999999999944e-01
4.627000000000000002e-01,3.290544505347270388e-03,1.499999999999999944e-01
4.490000000000000102e-01,5.891881552041411396e-02,1.499999999999999944e-01
6.879999999999999449e-01,9.678604767593412816e-03,1.499999999999999944e-01
8.699999999999999956e-01,5.767604464705016198e-01,1.499999999999999944e-01
5.042999999999999705e-01,8.380671331362776755e-02,1.499999999999999944e-01
5.909999999999999698e-01,5.537905657974562246e-01,1.499999999999999944e-01
4.259999999999999898e-01,-7.206454419426222557e-02,1.499999999999999944e-01
3.290000000000000147e-01,1.401017673300017918e-01,1.499999999999999944e-01
5.829999999999999627e-01,-2.195420410663686539e-01,1.499999999999999944e-01
5.190000000000000169e-01,7.448905151170137628e-01,1.499999999999999944e-01
4.010000000000000231e-01,1.120676328651626363e-02,1.499999999999999944e-01
2.049999999999999878e-01,-1.669997010240180657e-01,1.499999999999999944e-01
3.400000000000000244e-01,-6.691103209653448403e-02,1.499999999999999944e-01
4.359999999999999987e-01,-1.114535547587536257e-02,1.499999999999999944e-01
3.629999999999999893e-01,1.121958166264462875e-01,1.499999999999999944e-01
4.359999999999999987e-01,3.460774452412351820e-02,1.499999999999999944e-01
3.089999999999999969e-01,1.255325128288973247e-01,1.499999999999999944e-01
3.420000000000000262e-01,9.023221336773445955e-02,1.499999999999999944e-01
1.590000000000000024e-01,-6.153810638542722700e-02,1.499999999999999944e-01
3.320000000000000173e-01,3.328065211999131634e-02,1.499999999999999944e-01
4.689999999999999725e-01,2.817504067133071999e-01,1.499999999999999944e-01
2.389999999999999902e-01,-1.740628812409212856e-01,1.499999999999999944e-01
3.519999999999999796e-01,5.916973077339093834e-02,1.499999999999999944e-01
6.119999999999999885e-01,6.968199984259371149e-02,1.499999999999999944e-01
6.310000000000000053e-01,-4.449669282959547445e-01,1.499999999999999944e-01
6.450000000000000178e-01,-6.154837159891712872e-02,1.499999999999999944e-01
4.289999999999999925e-01,3.901163273864938219e-02,1.499999999999999944e-01
4.969999999999999973e-01,-1.420319531054374806e-01,1.499999999999999944e-01
5.390000000000000346e-01,-1.952631253524543808e-01,1.499999999999999944e-01
5.610000000000000542e-01,3.488648607940305624e-01,1.499999999999999944e-01
4.099999999999999756e-01,-3.914805788917874452e-01,1.499999999999999944e-01
4.119999999999999774e-01,-3.272793393347228630e-01,1.499999999999999944e-01
5.989999999999999769e-01,5.392928687265907683e-02,1.499999999999999944e-01
6.189999999999999947e-01,2.827336847607213599e-01,1.499999999999999944e-01
4.219999999999999862e-01,-8.197629720300625422e-02,1.499999999999999944e-01
5.400000000000000355e-01,8.455751673194100704e-02,1.499999999999999944e-01
4.010000000000000231e-01,8.704026532865185573e-01,1.499999999999999944e-01
2.179999999999999993e-01,-1.401531876358887985e-01,1.499999999999999944e-01
6.330000000000000071e-01,-6.287716939201359878e-01,1.499999999999999944e-01
3.830000000000000071e-01,7.081160192240787410e-02,1.499999999999999944e-01
3.019999999999999907e-01,3.178560682343984922e-01,1.499999999999999944e-01
3.400000000000000244e-01,-2.000465520965306609e-01,1.499999999999999944e-01
5.100000000000000089e-01,-4.019409281154082692e-01,1.499999999999999944e-01
4.209999999999999853e-01,3.316167638416658292e-01,1.499999999999999944e-01
3.990000000000000213e-01,-1.838143273009080758e-01,1.499999999999999944e-01
4.929999999999999938e-01,-5.063294600427070691e-02,1.499999999999999944e-01
6.870000000000000551e-01,-4.417629529555711088e-02,1.499999999999999944e-01
6.870000000000000551e-01,-2.057262552955592128e-01,1.499999999999999944e-01
4.949999999999999956e-01,4.096788355131053549e-02,1.499999999999999944e-01
6.029999999999999805e-01,-6.028400533432431985e-02,1.499999999999999944e-01
4.209999999999999853e-01,3.752128838416695089e-01,1.499999999999999944e-01
3.479999999999999760e-01,2.528900125443556135e-01,1.499999999999999944e-01
2.129999999999999949e-01,-5.181391238650689957e-02,1.499999999999999944e-01
3.439999999999999725e-01,-1.356940550961027725e-01,1.499999999999999944e-01
2.710000000000000187e-01,-2.003853637727033288e-01,1.499999999999999944e-01
5.639999999999999458e-01,-1.637050733732863250e-01,1.499999999999999944e-01
2.740000000000000213e-01,-3.440012947404369470e-02,1.499999999999999944e-01
1.809999999999999942e-01,-9.630322814528824438e-02,1.499999999999999944e-01
5.819999999999999618e-01,5.476044856206812028e-01,1.499999999999999944e-01
6.800000000000000488e-01,-1.101634441180578960e-01,1.499999999999999944e-01
4.010000000000000231e-01,2.514146032865198777e-01,1.499999999999999944e-01
4.159999999999999809e-01,-2.173295648669366642e-01,1.499999999999999944e-01
2.859999999999999765e-01,3.492422060514286386e-01,1.499999999999999944e-01
5.620000000000000551e-01,5.229259371382966037e-01,1.499999999999999944e-01
2.660000000000000142e-01,-2.974316395991323247e-01,1.499999999999999944e-01
3.140000000000000013e-01,1.448965493327278864e-01,1.499999999999999944e-01
5.809999999999999609e-01,1.056742515381870362e+00,1.499999999999999944e-01
4.630000000000000226e-01,-9.285674258119769320e-02,1.499999999999999944e-01
3.410000000000000253e-01,-2.957236988188185478e-01,1.499999999999999944e-01
6.310000000000000053e-01,5.947524170404960842e-02,1.499999999999999944e-01
5.220000000000000195e-01,3.362024074441052335e-01,1.499999999999999944e-01
3.679999999999999938e-01,-5.560125846990615628e-03,1.499999999999999944e-01
3.089999999999999969e-01,-1.874885471710996399e-01,1.499999999999999944e-01
5.280000000000000249e-01,-2.254013031333101935e-04,1.499999999999999944e-01
2.159999999999999976e-01,2.110879634239353209e-01,1.499999999999999944e-01
2.839999999999999747e-01,-9.648277021184981095e-03,1.499999999999999944e-01
5.080000000000000071e-01,-7.848263702447866308e-02,1.499999999999999944e-01
7.810000000000000275e-01,6.469474173663769534e-02,1.499999999999999944e-01
6.129999999999999893e-01,-1.317145222191129506e-01,1.499999999999999944e-01
2.780000000000000249e-01,-2.275468183434554703e-01,1.499999999999999944e-01
4.769999999999999796e-01,-6.064038932420601213e-02,1.499999999999999944e-01
9.499999999999999556e-01,-2.478606652065522553e-01,1.499999999999999944e-01
1.056999999999999940e+00,-1.864394308903882802e-02,1.499999999999999944e-01
8.159999999999999476e-01,2.042777306623477784e-01,1.499999999999999944e-01
4.550000000000000155e-01,3.267491602476013668e-01,1.499999999999999944e-01
1.020000000000000018e+00,2.884124122569033943e-01,1.499999999999999944e-01
1.139999999999999902e+00,-4.815857019812597173e-02,1.499999999999999944e-01
8.539999999999999813e-01,2.596685857021441279e-03,1.499999999999999944e-01
1.370000000000000107e+00,1.835169161799399262e-01,1.499999999999999944e-01
9.749999999999999778e-01,3.788534679612780565e-01,1.499999999999999944e-01
9.699999999999999734e-01,5.213370364169520599e-01,1.499999999999999944e-01
7.399999999999999911e-01,5.502435808290329078e-02,1.499999999999999944e-01
1.389999999999999902e+00,-2.925483797463357405e-02,1.499999999999999944e-01
4.600000000000000200e-01,1.240429771388065205e-01,1.499999999999999944e-01
1.020000000000000018e+00,8.955324225690475259e-02,1.499999999999999944e-01
1.120000000000000107e+00,1.906461008327653417e-01,1.499999999999999944e-01
1.229999999999999982e+00,4.455976339000500275e-01,1.499999999999999944e-01
1.189999999999999947e+00,-1.233741496362839030e-01,1.499999999999999944e-01
8.389999999999999680e-01,-1.613982591791653931e-01,1.499999999999999944e-01
1.010000000000000009e+00,8.637837142766073839e-01,1.499999999999999944e-01
5.210000000000000187e-01,4.194434220301701544e-02,1.499999999999999944e-01
4.749999999999999778e-01,4.056613056278024487e-04,1.499999999999999944e-01
9.499999999999999556e-01,-2.027985206552784803e-03,1.499999999999999944e-01
1.300000000000000044e+00,2.919531883444435039e-01,1.499999999999999944e-01
1.304999999999999938e+00,5.494873015038592712e-03,1.499999999999999944e-01
2.159999999999999976e-01,3.622256234239387140e-01,1.499999999999999944e-01
7.349999999999999867e-01,-1.231218923150478872e-01,1.499999999999999944e-01
1.139999999999999902e+00,-1.741635301981290240e-01,1.499999999999999944e-01
1.306999999999999940e+00,6.719322394507685203e-01,1.499999999999999944e-01
1.264999999999999902e+00,2.934547966829157417e-01,1.499999999999999944e-01
6.700000000000000400e-01,1.671094302784581487e-01,1.499999999999999944e-01
6.400000000000000133e-01,6.568549769951914641e-02,1.499999999999999944e-01
1.340000000000000080e+00,2.612684866930479188e-01,1.499999999999999944e-01
8.399999999999999689e-01,-4.827687037259664748e-02,1.499999999999999944e-01
9.350000000000000533e-01,-3.039580083394284316e-01,1.499999999999999944e-01
9.529999999999999583e-01,3.791110176887855232e-01,1.499999999999999944e-01
1.124000000000000110e+00,2.342259635119816608e-01,1.499999999999999944e-01
5.520000000000000462e-01,2.878419465961457036e-02,1.499999999999999944e-01
6.710000000000000409e-01,2.073687450597105908e-03,1.499999999999999944e-01
5.110000000000000098e-01,8.611102945214099691e-02,1.499999999999999944e-01
1.030000000000000027e+00,1.396594689600121342e-01,1.499999999999999944e-01
1.191999999999999948e+00,-3.196351521422258202e-02,1.499999999999999944e-01
1.092000000000000082e+00,-2.482747898675867759e-01,1.499999999999999944e-01
9.739999999999999769e-01,-1.180124716738362167e-01,1.499999999999999944e-01
1.110000000000000098e+00,3.255502303051898139e-01,1.499999999999999944e-01
1.350000000000000089e+00,7.033771304563174454e-04,1.499999999999999944e-01
8.499999999999999778e-01,-9.930987232802834797e-02,1.499999999999999944e-01
1.241000000000000103e+00,-1.734226498218305323e-02,1.499999999999999944e-01
1.413999999999999924e+00,-1.481800189008453117e-01,1.499999999999999944e-01
1.187999999999999945e+00,1.259531144176619932e-01,1.499999999999999944e-01
1.016999999999999904e+00,2.272808939161947706e-01,1.499999999999999944e-01
1.314999999999999947e+00,2.160552713117738222e-01,1.499999999999999944e-01
8.209999999999999520e-01,1.381791721789937810e-01,1.499999999999999944e-01
1.215000000000000080e+00,7.044497087772754185e-01,1.499999999999999944e-01
6.229999999999999982e-01,-2.752122625098536446e-01,1.499999999999999944e-01
